gene	earlyCount	lateCount	pVal	pVal.adj	percentChange	logChange	plotScore	geneLabel
LOC101926915	1	2	0.08909692146861774	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LUADT1	1	2	0.08909692146861774	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
ACAA1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LINC02362	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
CMBL	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
CACNA1D	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
OVOL1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LINC02325	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
NOXRED1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
TTC39C-AS1	1	2	0.08909692146861774	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
VWA5B1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
VAV3-AS1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
POP4	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
TMBIM1	1	2	0.08909692146861774	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
FILNC1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
C16orf96	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
ITGA9	5	4	0.06596599558441316	0.6088897778613483	259.3964334705076	-1.8455760920978754	0.49611801638609554	
ZNF660	1	2	0.08909692146861774	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PGM5	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
LOC101928650	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SMAD6	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
TRIM56	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
GLS2	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
LINC00673	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PRLR	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
GRIK3	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
ANPEP	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LINC01389	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LNX1	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
CLVS2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LOC101928254	1	2	0.08909692146861774	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
ZNF75D	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
TSPAN13	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
ELFN1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
CDK18	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LOC101928977	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
MIR4713HG	3	3	0.08019717276600644	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
DDX51	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
ZSCAN1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
INHBA-AS1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
CDH11	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
NKAPD1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
TPTE	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
BASP1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
NIP7	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
ITGB1BP2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
GABRP	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
C16orf89	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SORD2P	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SH3BP4	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SYNPO	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
RAMP3	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
WDR11-AS1	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
FAM157B	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
MIR4527HG	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PDZD9	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
KPNA7	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
ARNTL2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
MRC2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
NDUFB8	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
GOLGA2P10	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
AJAP1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PMFBP1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SNORD117	1	2	0.08909692146861774	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
BLNK	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
ALOX5AP	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SLC25A21	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
RNFT1-DT	3	3	0.08019998579840609	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
KREMEN1	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
C5orf67	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
NUP43	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
NALCN-AS1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LOC100506175	1	2	0.08909692146861774	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SLC1A3	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LOXHD1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
OXSM	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PNMA5	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
IQCJ	1	2	0.08909692146861774	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
DENND2C	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LINC02046	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
KCNA6	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
C6orf132	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
FGF1	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
PLEK	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
TDRD1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
ASAH2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
FUCA2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
USP2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
KCNU1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
GABBR2	3	3	0.08019630237419581	0.6088897778613483	349.24554183813444	-2.167504186985238	0.49611801638609554	
LINC02150	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PGBD5	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LOC105370306	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PPP1R27	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
GPR1	1	2	0.0890972132130352	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
MYRIP	1	2	0.08909433360439328	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PIMREG	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
APMAP	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
TM4SF19-TCTEX1D2	1	2	0.08909562753487102	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LOC283299	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
NSA2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LINC00240	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
FOXO4	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
TRMT6	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
GVQW2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
CGN	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
MIR663AHG	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
RCAN3AS	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
BMPER	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LOC283856	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SRD5A3-AS1	1	2	0.08909562753487102	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PCAT29	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
PPP1R42	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
LINC01356	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SAMD13	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
GLI2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
GULP1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
MEIS1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
CPT2	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
IGFBP7-AS1	1	2	0.08909462534175408	0.6088897778613483	798.4910836762689	-3.167504186985238	0.49611801638609554	
SAE1	410	111	0.08967704624880321	0.6098350523551427	21.62501254642176	-0.2824399538298977	0.4945667643562437	
LSM14A	218	63	0.08984536393997378	0.6098452389217116	29.827840072488392	-0.3765997857082281	0.49455006068948454	
RNF103-CHMP3	52	19	0.0898253107366006	0.6098452389217116	64.14740951777989	-0.7149919822877312	0.49455006068948454	
BZW2	52	19	0.08982062273145781	0.6098452389217116	64.14740951777989	-0.7149919822877312	0.49455006068948454	
GPHN	74	25	0.09059628724521727	0.6130013368853667	51.77214251288325	-0.6019070111310127	0.48938816215863534	
FOXP1	333	92	0.09061214553398707	0.6130013368853667	24.115885432757864	-0.3116877759709887	0.48938816215863534	
NDUFS4	74	25	0.09059628724521727	0.6130013368853667	51.77214251288325	-0.6019070111310127	0.48938816215863534	
LOC101927817	114	36	0.09080038718965615	0.6139213750665417	41.86701321204246	-0.5045391742628085	0.48788841267211597	
STX2	20	9	0.09158780967434466	0.617468933725315	102.16049382716052	-1.015501093540188	0.482126521502158	
KIF9-AS1	20	9	0.09158780967434466	0.617468933725315	102.16049382716052	-1.015501093540188	0.482126521502158	
THOC5	20	9	0.09158780967434466	0.617468933725315	102.16049382716052	-1.015501093540188	0.482126521502158	
NECTIN3	20	9	0.09158780967434466	0.617468933725315	102.16049382716052	-1.015501093540188	0.482126521502158	
OSBP2	20	9	0.09158526639609589	0.617468933725315	102.16049382716052	-1.015501093540188	0.482126521502158	
RPAP2	64	22	0.09424491270134107	0.619366366080424	54.42815500685874	-0.6269358056225354	0.47905831372392516	
MYH11	6	4	0.09438825407763363	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
ARHGEF18	202	59	0.0927918525127856	0.619366366080424	31.21528202202935	-0.3919357535952842	0.47905831372392516	
KANSL1L	53	19	0.09289668901360554	0.619366366080424	61.05028858348215	-0.6875112458656243	0.47905831372392516	
TES	75	25	0.093399583452182	0.619366366080424	49.7485139460448	-0.5825416862640815	0.47905831372392516	
SEMA3C	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
LINC00894	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
CSTF3	53	19	0.09289345320160021	0.619366366080424	61.05028858348215	-0.6875112458656243	0.47905831372392516	
BRIP1	75	25	0.093399583452182	0.619366366080424	49.7485139460448	-0.5825416862640815	0.47905831372392516	
ATP8B3	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
CMC1	43	16	0.09233722741520496	0.619366366080424	67.16113184674768	-0.7412394322831398	0.47905831372392516	
TRIM34	6	4	0.0943896899776676	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
RNF13	75	25	0.093399583452182	0.619366366080424	49.7485139460448	-0.5825416862640815	0.47905831372392516	
KCTD9	35	14	0.09374850811283808	0.619366366080424	79.69821673525378	-0.8455760920978755	0.47905831372392516	
LMNTD1	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
LOC646383	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
PDE8B	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
LMO7-AS1	6	4	0.09438281622305048	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
LATS2	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
CASZ1	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
RTN4IP1	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
ARSB	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
ATP2B2	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
SNF8	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
STAP2	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
NRG3	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
MYH14	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
RARB	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
PFKFB3	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
MYT1L	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
BICC1	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
WWC1	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
GRIN3A	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
POGLUT1	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
CTDP1	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
IL12A-AS1	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
LINC01687	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
UNC13C	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
CD274	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
EFCAB6	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
PLAUR	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
SLC12A4	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
FMN2	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
STK32B	6	4	0.09438381668529539	0.619366366080424	199.49702789208962	-1.5825416862640815	0.47905831372392516	
KCTD3	27	11	0.09620911940985613	0.6238631852881301	83.02596148961032	-0.8720483034590666	0.4718241889984028	
COL6A3	10	6	0.09651496415285729	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
CEP104	27	11	0.09620911940985613	0.6238631852881301	83.02596148961032	-0.8720483034590666	0.4718241889984028	
PLEKHA7	10	6	0.09651496415285729	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
SPAG5-AS1	27	11	0.09621732417188858	0.6238631852881301	83.02596148961032	-0.8720483034590666	0.4718241889984028	
IMPAD1	27	11	0.09620911940985613	0.6238631852881301	83.02596148961032	-0.8720483034590666	0.4718241889984028	
RNF20	27	11	0.09620911940985613	0.6238631852881301	83.02596148961032	-0.8720483034590666	0.4718241889984028	
CACHD1	27	11	0.09620911940985613	0.6238631852881301	83.02596148961032	-0.8720483034590666	0.4718241889984028	
EPS8	10	6	0.09651496415285729	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
DAP	10	6	0.09651496415285729	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
COL25A1	27	11	0.09620911940985613	0.6238631852881301	83.02596148961032	-0.8720483034590666	0.4718241889984028	
BCORP1	10	6	0.09651496415285729	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
ARHGAP19-SLIT1	27	11	0.0962169343434866	0.6238631852881301	83.02596148961032	-0.8720483034590666	0.4718241889984028	
LOC102724708	10	6	0.09651522829865974	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
C19orf57	10	6	0.09651496415285729	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
LOC100499484	10	6	0.09651802151764281	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
LOC100499484-C9ORF174	10	6	0.09651802151764281	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
UBAC1	27	11	0.09620911940985613	0.6238631852881301	83.02596148961032	-0.8720483034590666	0.4718241889984028	
ZNF169	10	6	0.09651496415285729	0.6238631852881301	169.54732510288068	-1.430538592819032	0.4718241889984028	
SPAG9	104	33	0.09724353962677904	0.6278619967880662	42.54906616017727	-0.511458588202599	0.4654348870000559	
TOP1	119	37	0.09747079375283033	0.6289836888465179	39.68138695807541	-0.48213978930624396	0.46364995449946317	
LRPPRC	90	29	0.09760363191238036	0.6290769232282185	44.756896814509986	-0.5336320857831353	0.46350173527858235	
RASA2	251	71	0.09770820217927122	0.6290769232282185	27.07742418528903	-0.345707752539148	0.46350173527858235	
CTSC	36	14	0.09785997920697671	0.6290769232282185	74.70659960371897	-0.8049341076005299	0.46350173527858235	
EEF2	65	22	0.09800152353859423	0.629642374577376	52.05233723752244	-0.6045679925940806	0.4626032801771465	
XRN2	105	33	0.09928085075942046	0.6339018744159141	41.19145600627082	-0.49765278867756857	0.4558611087380129	
SLC16A7	173	51	0.1007737711740126	0.6414911078363066	32.436547015866225	-0.40530130132000897	0.44395995654035625	
NBN	79	26	0.10093582886500241	0.642174837570462	47.852963136601204	-0.5641631569492271	0.4428946797037137	
N4BP1	46	17	0.10144903391398162	0.6437288727929061	66.02552633148444	-0.7314050721785642	0.440477646505221	
CARNMT1	46	17	0.1014532708425451	0.6437288727929061	66.02552633148444	-0.7314050721785642	0.440477646505221	
ARMC8	46	17	0.10145399305697066	0.6437288727929061	66.02552633148444	-0.7314050721785642	0.440477646505221	
ROCK2	80	26	0.10405911520843457	0.6456628502916139	46.00480109739369	-0.5460158102389676	0.43747781501196287	
ICE1	68	23	0.10326766353523835	0.6456628502916139	51.950697974663115	-0.6036033017919114	0.43747781501196287	
XKR6	21	9	0.10278010469597595	0.6456628502916139	92.53380364491476	-0.9451117656487901	0.43747781501196287	
SOAT1	29	12	0.10285884529046121	0.6456628502916139	85.89470696750391	-0.894485692578822	0.43747781501196287	
RAD23B	37	14	0.10341801404641407	0.6456628502916139	69.98479961442926	-0.7654057434138924	0.43747781501196287	
LYRM4-AS1	21	9	0.102789256136316	0.6456628502916139	92.53380364491476	-0.9451117656487901	0.43747781501196287	
SSR2	21	9	0.10278010469597595	0.6456628502916139	92.53380364491476	-0.9451117656487901	0.43747781501196287	
NUP107	57	20	0.10386092508430415	0.6456628502916139	57.63001468004716	-0.6565422677078585	0.43747781501196287	
ESCO1	37	14	0.10341801404641407	0.6456628502916139	69.98479961442926	-0.7654057434138924	0.43747781501196287	
RPGR	21	9	0.10278010469597595	0.6456628502916139	92.53380364491476	-0.9451117656487901	0.43747781501196287	
ACER3	29	12	0.10285884529046121	0.6456628502916139	85.89470696750391	-0.894485692578822	0.43747781501196287	
AIMP1	29	12	0.10285884529046121	0.6456628502916139	85.89470696750391	-0.894485692578822	0.43747781501196287	
EDRF1	21	9	0.10278357466280554	0.6456628502916139	92.53380364491476	-0.9451117656487901	0.43747781501196287	
FBXO33	21	9	0.10278010469597595	0.6456628502916139	92.53380364491476	-0.9451117656487901	0.43747781501196287	
ANLN	29	12	0.10285884529046121	0.6456628502916139	85.89470696750391	-0.894485692578822	0.43747781501196287	
GARS	47	17	0.10518031025449961	0.6488051579005906	62.493068324431576	-0.7003781765579397	0.4326228263041024	
CPSF6	47	17	0.10518031025449961	0.6488051579005906	62.493068324431576	-0.7003781765579397	0.4326228263041024	
EZH2	47	17	0.10518031025449961	0.6488051579005906	62.493068324431576	-0.7003781765579397	0.4326228263041024	
DZIP3	47	17	0.10518031025449961	0.6488051579005906	62.493068324431576	-0.7003781765579397	0.4326228263041024	
VPS35L	58	20	0.10733772573312152	0.6535536384915432	54.91225580625326	-0.6314512867450282	0.42533067049265405	
IPO7	125	38	0.10625603711874848	0.6535536384915432	36.57064471879287	-0.44964741576673645	0.42533067049265405	
PPAN-P2RY11	58	20	0.1073523946446989	0.6535536384915432	54.91225580625326	-0.6314512867450282	0.42533067049265405	
SRBD1	82	27	0.1065904678774919	0.6535536384915432	47.92231255645892	-0.5648396845306228	0.42533067049265405	
PLEKHA5	69	23	0.10655109368134745	0.6535536384915432	49.7485139460448	-0.5825416862640815	0.42533067049265405	
TM7SF3	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
VWA5A	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
ADAL	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
ABRAXAS2	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
PLAG1	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
MAGI2	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
SCHIP1	11	6	0.1075073766661691	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
FRMD3	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
SEL1L3	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
RRP1	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
AASDH	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
LINC01170	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
EARS2	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
TBC1D9B	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
C22orf34	11	6	0.10750224315130784	0.6535536384915432	145.0430228208006	-1.2930350690690968	0.42533067049265405	
PPIL4	30	12	0.10813519496638951	0.654660832586318	79.69821673525377	-0.8455760920978755	0.42363799030357097	
PREPL	30	12	0.10813519496638951	0.654660832586318	79.69821673525377	-0.8455760920978755	0.42363799030357097	
ZRANB3	30	12	0.10813519496638951	0.654660832586318	79.69821673525377	-0.8455760920978755	0.42363799030357097	
CNKSR2	83	27	0.10861564248136817	0.6572309036037886	46.14011601963411	-0.5473522578017818	0.4197198707903887	
